"","Orthogroup","Esox.x","Okisu.x","Oketa.x","Omykiss.x","Onerka.x","Otsch.x","Salar.x","Ogorb.x","Total","Esox.y","Okisu.y","Oketa.y","Omykiss.y","Onerka.y","Otsch.y","Salar.y","Ogorb.y"
"216","OG0000865",2,3,3,3,2,3,3,2,21,"XP_010872150.2, XP_010895221.2","XP_020356111.1, XP_020361200.1, XP_020362776.1","XP_035649287.1, XP_035651078.1, XP_035651080.1","XP_021417682.1, XP_021427586.2, XP_021427587.2","XP_029514765.1, XP_029521350.1","XP_024251748.1, XP_042151579.1, XP_042151580.1","XP_013997345.1, XP_014032959.1, XP_014032963.1","XP_046183174.1, XP_046218315.1"
"217","OG0000874",2,3,1,3,3,4,3,2,21,"XP_019904896.2, XP_034147362.1","XP_020348579.1, XP_031641435.1, XP_031665766.1","XP_035592758.1","XP_036824837.1, XP_036834622.1, XP_036842660.1","XP_029489142.1, XP_029512253.1, XP_029542641.1","XP_024277224.1, XP_042178375.1, XP_042185198.1, XP_042185547.1","XP_013978995.1, XP_014024213.1, XP_014037709.1","XP_046156096.1, XP_046176945.1"
"218","OG0000890",2,3,1,3,2,3,3,3,20,"XP_012994336.1, XP_028970552.1","XP_031666336.1, XP_031686690.1, XP_031688867.1","XP_035598508.1","XP_036819535.1, XP_036825108.1, XP_036836591.1","XP_029497307.1, XP_029504182.1","XP_042176918.1, XP_042183617.1, XP_042186833.1","XP_013982225.1, XP_014025701.1, XP_014030856.1","XP_046202075.1, XP_046205430.1, XP_046208042.1"
"219","OG0000891",2,2,1,3,4,2,3,3,20,"XP_010881988.2, XP_034153402.1","XP_031657383.1, XP_031687158.1","XP_035646195.1","XP_036816715.1, XP_036819048.1, XP_036836927.1","XP_029507606.1, XP_029511408.1, XP_029511980.1, XP_029512793.1","XP_042157856.1, XP_042187001.1","XP_013981506.1, XP_013982798.1, XP_014031732.1","XP_046199013.1, XP_046201533.1, XP_046201542.1"
"220","OG0000893",2,3,1,3,1,2,5,3,20,"XP_028973667.2, XP_028978941.2","XP_020360371.2, XP_031666864.1, XP_031676766.1","XP_035597073.1","XP_036828419.1, XP_036830457.1, XP_036843877.1","XP_029521381.1","XP_024231029.2, XP_042171236.1","XP_014001088.1, XP_014001089.1, XP_014039264.1, XP_014040104.1, XP_014040734.1","XP_046174379.1, XP_046188677.1, XP_046193659.1"
"221","OG0000900",2,3,2,3,2,3,3,2,20,"XP_012995771.1, XP_028976529.2","XP_020320662.1, XP_020321927.1, XP_031647606.1","XP_035627435.1, XP_035636707.1","XP_036824232.1, XP_036843071.1, XP_036846279.1","XP_029476566.1, XP_029510222.1","XP_024253807.1, XP_042165659.1, XP_042185290.1","XP_013984618.1, XP_014012182.1, XP_014051933.1","XP_046174172.1, XP_046175884.1"
"222","OG0000901",2,3,3,3,3,1,3,2,20,"XP_010866187.1, XP_034145398.1","XP_020319999.1, XP_020320303.1, XP_020328786.1","XP_035627509.1, XP_035637157.1, XP_035637391.1","XP_021447278.1, XP_021474602.2, XP_021474603.1","XP_029525980.1, XP_029527838.1, XP_029544717.1","XP_024249050.2","XP_013985149.1, XP_014051379.1, XP_014051578.1","XP_046151471.1, XP_046170886.1"
"223","OG0000902",2,3,1,3,3,3,3,2,20,"XP_010897354.1, XP_019907000.2","XP_020350600.1, XP_031650611.1, XP_031659954.1","XP_035595599.1","XP_021425758.1, XP_036803600.1, XP_036844804.1","XP_029476930.1, XP_029500473.1, XP_029508668.1","XP_024239890.1, XP_024240964.1, XP_042155688.1","XP_013989385.1, XP_013989863.1, XP_014002868.1","XP_046165763.1, XP_046200670.1"
"224","OG0000903",2,3,1,3,3,3,3,2,20,"XP_010879320.3, XP_034151879.1","XP_020342495.1, XP_020362630.2, XP_031660283.1","XP_035634107.1","XP_021424573.1, XP_036803658.1, XP_036844876.1","XP_029521171.1, XP_029537261.1, XP_029538787.1","XP_024230091.1, XP_042155723.1, XP_042160214.1","XP_013987854.1, XP_013989826.1, XP_014002941.1","XP_046167963.1, XP_046200715.1"
"225","OG0000904",2,2,2,3,2,3,3,3,20,"NP_001297836.1, XP_010865677.1","XP_020332324.1, XP_020338497.1","XP_035632987.1, XP_035652129.1","XP_021425679.1, XP_021464925.1, XP_021472697.1","XP_029526912.1, XP_029539815.1","XP_024282306.1, XP_042155797.1, XP_042186713.1","XP_013989313.1, XP_014003050.1, XP_014021298.1","XP_046167769.1, XP_046198988.1, XP_046200773.1"
"226","OG0000908",2,3,1,3,2,3,4,2,20,"XP_010864913.1, XP_034153566.1","XP_031659106.1, XP_031671774.1, XP_031674012.1","XP_035605484.1","XP_036807323.1, XP_036820491.1, XP_036837981.1","XP_029494336.1, XP_029503924.1","XP_024260177.1, XP_024269842.1, XP_042170188.1","XP_014006621.1, XP_014008137.1, XP_014020438.1, XP_014029428.1","XP_046189552.1, XP_046217076.1"
"227","OG0000911",2,4,2,3,2,3,2,2,20,"XP_010891058.1, XP_012991122.1","XP_020356167.1, XP_031649628.1, XP_031667813.1, XP_031676845.1","XP_035649368.1, XP_035650597.1","XP_036793755.1, XP_036808535.1, XP_036826932.1","XP_029513867.1, XP_029519513.1","XP_024251853.1, XP_042151656.1, XP_042171368.1","XP_013997461.1, XP_014033084.1","XP_046182818.1, XP_046218388.1"
"228","OG0000912",2,3,0,3,2,3,3,4,20,"XP_010884762.1, XP_010901082.1","XP_031669317.1, XP_031677485.1, XP_031677751.1","","XP_036807444.1, XP_036834919.1, XP_036837922.1","XP_029502577.1, XP_029513571.1","XP_042169063.1, XP_042172814.1, XP_042174894.1","XP_013979348.1, XP_014002081.1, XP_014002153.1","XP_046157772.1, XP_046190263.1, XP_046190267.1, XP_046191791.1"
"229","OG0000913",2,3,1,3,2,3,3,3,20,"XP_010872469.1, XP_010902266.1","XP_020309467.1, XP_020326479.1, XP_031683808.1","XP_035601594.1","XP_021414128.1, XP_021421117.1, XP_021481254.1","XP_029485553.1, XP_029492540.1","XP_024242948.1, XP_024289409.1, XP_024289545.1","XP_014014094.1, XP_014049233.1, XP_014049351.1","XP_046160753.1, XP_046186544.1, XP_046225283.1"
"230","OG0000915",2,3,0,3,3,3,3,3,20,"XP_010889475.1, XP_028974679.2","XP_031652318.1, XP_031666272.1, XP_031692265.1","","XP_036791059.1, XP_036801599.1, XP_036842513.1","XP_029482439.1, XP_029497823.1, XP_029511461.1","XP_042154920.1, XP_042164399.1, XP_042185086.1","XP_013996922.1, XP_014012783.1, XP_014037227.1","XP_046146911.1, XP_046178300.1, XP_046211413.1"
"231","OG0000919",2,3,1,3,3,2,4,2,20,"XP_010876943.1, XP_012989855.1","XP_020319584.1, XP_020339836.1, XP_020357579.1","XP_035636582.1","XP_021442674.2, XP_021472878.1, XP_021478177.1","XP_029481927.1, XP_029527877.1, XP_029528077.1","XP_024278451.1, XP_042152544.1","XP_013993559.1, XP_014018686.1, XP_014052212.1, XP_014070473.1","XP_046152570.1, XP_046163187.1"
"232","OG0000921",2,3,2,3,2,3,2,3,20,"XP_010876114.1, XP_010898392.1","XP_020321142.1, XP_020327917.1, XP_031659008.1","XP_035628217.1, XP_035642263.1","XP_021446584.1, XP_021462360.1, XP_036833139.1","XP_029476306.1, XP_029494425.1","XP_024253223.1, XP_024274105.1, XP_042158277.1","NP_001133753.1, XP_014030274.1","XP_046172736.1, XP_046202552.1, XP_046226153.1"
"233","OG0000922",2,3,1,3,2,4,2,3,20,"XP_010874316.1, XP_034152739.1","XP_020331872.1, XP_031659102.1, XP_031664976.1","XP_035642315.1","XP_021462397.1, XP_036823575.1, XP_036832828.1","XP_029494482.1, XP_029545020.1","XP_042158481.1, XP_042167243.1, XP_042176760.1, XP_042176761.1","XP_014016486.1, XP_014030344.1","XP_046173393.1, XP_046202507.1, XP_046223975.1"
"234","OG0000923",2,2,3,3,3,2,3,2,20,"XP_010874546.1, XP_010903231.1","XP_020313298.1, XP_020325910.2","XP_035628713.1, XP_035631455.1, XP_035641200.1","XP_021461357.1, XP_036823661.1, XP_036832746.1","XP_029493411.1, XP_029503794.1, XP_029544946.1","XP_024237427.1, XP_024273054.2","XP_013983333.1, XP_013998340.1, XP_014027158.1","XP_046146359.1, XP_046203593.1"
"235","OG0000931",3,2,1,4,4,2,2,2,20,"XP_010872856.2, XP_012991391.3, XP_028979615.2","XP_031683245.1, XP_031683248.1","XP_035603318.1","NP_001118095.1, XP_021411818.2, XP_021478118.2, XP_021480649.2","XP_029481317.1, XP_029481321.1, XP_029491754.1, XP_029491761.1","XP_024246010.2, XP_024270042.2","NP_001133565.1, XP_014048512.1","XP_046161564.1, XP_046186065.1"
"236","OG0000932",2,3,1,3,3,3,2,3,20,"XP_010897598.1, XP_028980561.1","XP_020314165.1, XP_031665054.1, XP_031672247.1","XP_035628356.1","NP_001117797.1, XP_036823408.1, XP_036835082.1","XP_029476174.1, XP_029504374.1, XP_029505110.1","XP_024237608.1, XP_024253061.1, XP_042176137.1","XP_013983530.1, XP_013996400.1","XP_046146203.1, XP_046172890.1, XP_046204209.1"
"237","OG0000937",3,4,0,4,1,2,4,2,20,"XP_019900603.2, XP_034150241.1, XP_034150242.1","XP_031666849.1, XP_031666851.1, XP_031677587.1, XP_031677594.1","","XP_021414897.2, XP_021414900.2, XP_036798076.1, XP_036829228.1","XP_029505112.1","XP_042172651.1, XP_042172654.1","XP_014040418.1, XP_014040835.1, XP_014041857.1, XP_014042309.1","XP_046193994.1, XP_046193996.1"
"238","OG0000939",2,3,2,3,3,3,2,2,20,"XP_010876681.2, XP_010876973.1","XP_020310444.1, XP_020351877.1, XP_020357003.1","XP_035607842.1, XP_035630282.1","XP_021440814.1, XP_021455793.1, XP_021467280.1","XP_029486904.1, XP_029532046.1, XP_029533130.1","XP_024233507.1, XP_024275524.1, XP_024286083.1","XP_013999490.1, XP_014060163.1","XP_046190615.1, XP_046220573.1"
"239","OG0000964",2,2,0,3,0,2,6,4,19,"XP_019912114.1, XP_034144150.1","XP_031668662.1, XP_031688734.1","","XP_036819996.1, XP_036824753.1, XP_036837460.1","","XP_042173960.1, XP_042184603.1","XP_013983283.1, XP_014025907.1, XP_014025943.1, XP_014032058.1, XP_014032059.1, XP_014044451.1","XP_046195341.1, XP_046196599.1, XP_046196827.1, XP_046208021.1"
"240","OG0000965",2,2,1,3,1,3,4,3,19,"XP_028971106.1, XP_028979834.2","XP_020320295.1, XP_031657990.1","XP_035643312.1","XP_036817107.1, XP_036824426.1, XP_036836808.1","XP_029495346.1","XP_042157914.1, XP_042176853.1, XP_042177064.1","XP_013984699.1, XP_014025812.1, XP_014031450.1, XP_014037379.1","XP_046199699.1, XP_046200984.1, XP_046208030.1"
"241","OG0000969",2,3,1,3,2,3,3,2,19,"XP_012986569.2, XP_012987688.1","XP_031661768.1, XP_031662567.1, XP_031666083.1","XP_035630081.1","XP_036815424.1, XP_036822024.1, XP_036842667.1","XP_029510954.1, XP_029511685.1","XP_042162780.1, XP_042163659.1, XP_042185203.1","XP_014021267.1, XP_014038573.1, XP_014042925.1","XP_046177237.1, XP_046206294.1"
"242","OG0000971",2,2,1,3,3,3,2,3,19,"XP_010878476.1, XP_028973513.1","XP_020314352.1, XP_020325597.1","XP_035605480.1","XP_021435125.1, XP_021453311.2, XP_036842896.1","XP_029494084.1, XP_029512283.1, XP_029515068.1","XP_024244306.1, XP_024264102.1, XP_024264965.1","XP_014012329.1, XP_014029107.1","XP_046176248.1, XP_046217066.1, XP_046222759.1"
"243","OG0000974",2,2,0,3,3,2,5,2,19,"XP_010886697.2, XP_028973636.1","XP_020324714.2, XP_031647451.1","","XP_021429075.2, XP_036809982.1, XP_036843015.1","XP_029500601.1, XP_029501097.1, XP_029502874.1","XP_042174853.1, XP_042183929.1","XP_014012334.1, XP_014050320.1, XP_014050327.1, XP_014065050.1, XP_014065135.1","XP_046176205.1, XP_046183203.1"
"244","OG0000976",3,3,0,4,1,2,4,2,19,"XP_012987182.2, XP_019899243.3, XP_028974212.1","XP_020324194.1, XP_031670771.1, XP_031673005.1","","XP_036789828.1, XP_036789829.1, XP_036789830.1, XP_036811351.1","XP_029510733.1","XP_042170695.1, XP_042172305.1","XP_014039112.1, XP_014042169.1, XP_014043656.1, XP_014044277.1","XP_046183490.1, XP_046193666.1"
"245","OG0000979",2,3,2,3,2,2,2,3,19,"XP_010898830.1, XP_028973400.2","XP_020319967.1, XP_020321899.1, XP_031648923.1","XP_035627904.1, XP_035636700.1","XP_036823709.1, XP_036843115.1, XP_036846276.1","XP_029476563.1, XP_029526414.1","XP_024253811.1, XP_042185251.1","XP_013984623.1, XP_014051939.1","XP_046173939.1, XP_046174452.1, XP_046176284.1"
"246","OG0000981",2,2,2,3,3,2,2,3,19,"NP_001291072.1, NP_001291185.1","XP_020319980.1, XP_020347190.1","XP_035637166.1, XP_035639325.1","NP_001158563.1, XP_021470925.1, XP_021474614.1","XP_029522901.1, XP_029525964.1, XP_029530520.1","XP_024229516.1, XP_024250648.1","XP_014011175.1, XP_014051359.1","XP_046170739.1, XP_046174571.1, XP_046183816.1"
"247","OG0000986",2,3,2,3,2,3,2,2,19,"XP_010893606.1, XP_019906785.1","XP_020315301.1, XP_020362747.1, XP_031681737.1","XP_035594067.1, XP_035597201.1","XP_021420154.2, XP_021466506.1, XP_021471216.1","XP_029476949.1, XP_029519792.1","XP_024230890.1, XP_024240692.1, XP_024283937.1","XP_013990259.1, XP_014000912.1","XP_046192551.1, XP_046221125.1"
"248","OG0000989",2,3,2,3,1,3,2,3,19,"XP_019907413.2, XP_034151824.1","XP_031650110.1, XP_031659407.1, XP_031659631.1","XP_035594338.1, XP_035595704.1","XP_021471825.1, XP_036803116.1, XP_036803738.1","XP_029520467.1","XP_024240363.1, XP_024255463.1, XP_042160276.1","XP_013990775.1, XP_014001219.1","XP_046199847.1, XP_046220687.1, XP_046221391.1"
"249","OG0001003",2,3,2,3,2,3,2,2,19,"XP_010879323.1, XP_010886952.1","XP_020317555.2, XP_020339250.1, XP_020349597.1","XP_035634109.1, XP_035653262.1","XP_021424558.1, XP_021465939.2, XP_036816665.1","XP_029537272.1, XP_029538780.1","XP_024242009.1, XP_024270526.1, XP_024283436.1","XP_013987847.1, XP_014023353.1","XP_046167702.1, XP_046197460.1"
"250","OG0001006",2,3,0,3,2,2,5,2,19,"XP_010862026.2, XP_034143687.1","XP_020329516.1, XP_031671155.1, XP_031672007.1","","XP_036801303.1, XP_036806822.1, XP_036812523.1","XP_029502586.1, XP_029510519.1","XP_024240222.1, XP_042173587.1","XP_013989551.1, XP_013989568.1, XP_014009350.1, XP_014037811.1, XP_014037889.1","XP_046168586.1, XP_046194665.1"
"251","OG0001008",2,3,0,3,3,3,3,2,19,"XP_012992300.1, XP_034148109.1","XP_031669038.1, XP_031674019.1, XP_031685459.1","","XP_036792380.1, XP_036816797.1, XP_036844031.1","XP_029501493.1, XP_029508647.1, XP_029509364.1","XP_042168366.1, XP_042171212.1, XP_042187186.1","NP_001117137.1, NP_001117164.1, XP_013998969.1","XP_046191372.1, XP_046207441.1"
"252","OG0001009",2,3,1,3,3,2,3,2,19,"XP_010868823.3, XP_034149297.1","XP_020357548.2, XP_031651659.1, XP_031664957.1","XP_035645122.1","XP_036816974.1, XP_036820714.1, XP_036823871.1","XP_029509552.1, XP_029511101.1, XP_029529955.1","XP_042153286.1, XP_042167126.1","XP_013985274.1, XP_014018100.1, XP_014069935.1","XP_046150306.1, XP_046169415.1"
"253","OG0001010",2,3,1,3,2,3,3,2,19,"XP_010869444.2, XP_010892652.1","XP_020319515.1, XP_020326969.2, XP_031652844.1","XP_035601105.1","XP_021439034.1, XP_021473123.2, XP_036799194.1","XP_029504272.1, XP_029504827.1","XP_024249246.1, XP_042159268.1, XP_042181923.1","XP_014053551.1, XP_014054266.1, XP_014068580.1","XP_046151972.1, XP_046180878.1"
"254","OG0001012",2,2,1,3,1,3,4,3,19,"XP_034147799.1, XP_034149058.1","XP_031664029.1, XP_031682849.1","XP_035637838.1","XP_021479901.2, XP_036799535.1, XP_036845526.1","XP_029483276.1","XP_024259530.2, XP_042158941.1, XP_042165323.1","XP_013992105.1, XP_014053643.1, XP_014054343.1, XP_014068494.1","XP_046149479.1, XP_046161277.1, XP_046179252.1"
"255","OG0001013",2,3,0,3,2,3,3,3,19,"XP_034148951.1, XP_034149841.1","XP_031647022.1, XP_031651406.1, XP_031664963.1","","XP_036817544.1, XP_036821321.1, XP_036823627.1","XP_029500028.1, XP_029537545.1","XP_042150901.1, XP_042153552.1, XP_042167662.1","XP_013985374.1, XP_014018948.1, XP_014070775.1","XP_046152347.1, XP_046171519.1, XP_046173834.1"
"256","OG0001016",3,1,0,4,3,3,3,2,19,"XP_028978898.2, XP_028978902.2, XP_028979035.2","XP_031669760.1","","XP_036795136.1, XP_036795673.1, XP_036797777.1, XP_036797781.1","XP_029502218.1, XP_029505273.1, XP_029507902.1","XP_024272736.2, XP_042169741.1, XP_042171498.1","XP_013985786.1, XP_014039170.1, XP_014057972.1","XP_046189869.1, XP_046190538.1"
"257","OG0001021",2,3,2,3,1,2,3,3,19,"XP_010872356.1, XP_028976106.1","XP_020349787.1, XP_031683634.1, XP_031690493.1","XP_035602268.1, XP_035648677.1","XP_021413960.2, XP_021481094.1, XP_036816348.1","XP_029492403.1","XP_024286971.1, XP_042168815.1","XP_014049110.1, XP_014058980.1, XP_014068649.1","XP_046161646.1, XP_046187869.1, XP_046207927.1"
"258","OG0001034",2,3,1,3,3,2,2,3,19,"XP_010877751.1, XP_034150642.1","XP_020344010.2, XP_031644945.1, XP_031650891.1","XP_035598285.1","XP_036809494.1, XP_036811157.1, XP_036826851.1","XP_029507696.1, XP_029514744.1, XP_029522194.1","XP_024293626.1, XP_042166348.1","XP_014034244.1, XP_014059536.1","XP_046164254.1, XP_046181359.1, XP_046216696.1"
"259","OG0001051",2,2,2,3,2,2,3,3,19,"XP_010862453.1, XP_010889815.1","XP_031662277.1, XP_031665976.1","XP_035644563.1, XP_035656599.1","XP_021460222.2, XP_036822745.1, XP_036842410.1","XP_029477063.1, XP_029502070.1","XP_024246748.2, XP_042185496.1","XP_013978794.1, XP_013996758.1, XP_014047374.1","XP_046156521.1, XP_046176604.1, XP_046215355.1"
"260","OG0001052",2,3,0,3,2,3,3,3,19,"XP_010870606.2, XP_034147272.1","XP_031641584.1, XP_031666138.1, XP_031689441.1","","XP_036824356.1, XP_036834351.1, XP_036842467.1","XP_029489234.1, XP_029542404.1","XP_024275467.1, XP_042178226.1, XP_042185054.1","XP_013978630.1, XP_013996689.1, XP_014024629.1","XP_046156364.1, XP_046176896.1, XP_046209095.1"
"261","OG0001079",2,2,0,3,2,3,3,3,18,"XP_010901531.1, XP_034146052.1","XP_020307584.1, XP_031687687.1","","XP_021419334.1, XP_036813393.1, XP_036815930.1","XP_029484686.1, XP_029521878.1","XP_024228692.1, XP_024232826.1, XP_042157779.1","XP_013981379.1, XP_014008671.1, XP_014063440.1","XP_046153318.1, XP_046155945.1, XP_046185120.1"
"262","OG0001080",2,3,1,3,1,3,2,3,18,"XP_028979640.2, XP_034144369.1","XP_020336904.1, XP_031657479.1, XP_031671859.1","XP_035653863.1","XP_036816260.1, XP_036820047.1, XP_036837531.1","XP_029490889.1","XP_024255284.2, XP_042157830.1, XP_042170007.1","NP_001133578.1, XP_014040439.1","XP_046191678.1, XP_046194667.1, XP_046200211.1"
"263","OG0001082",2,3,0,3,2,2,3,3,18,"XP_028972665.1, XP_034144738.1","XP_031662169.1, XP_031669510.1, XP_031671900.1","","XP_036815420.1, XP_036830242.1, XP_036837877.1","XP_029507856.1, XP_029513005.1","XP_024236075.2, XP_042174898.1","XP_014021277.1, XP_014039644.1, XP_014042989.1","XP_046192130.1, XP_046192882.1, XP_046198508.1"
"264","OG0001086",2,1,0,3,2,2,3,5,18,"XP_010904300.5, XP_019899525.1","XP_031684142.1","","XP_036789614.1, XP_036829322.1, XP_036845123.1","XP_029510957.1, XP_029511644.1","XP_042172749.1, XP_042183972.1","XP_014012270.1, XP_014064976.1, XP_014065014.1","XP_046176152.1, XP_046182455.1, XP_046196147.1, XP_046197025.1, XP_046197087.1"
"265","OG0001090",2,2,2,3,3,3,1,2,18,"XP_019899312.2, XP_028973880.2","XP_031670507.1, XP_031677286.1","XP_035597955.1, XP_035599569.1","XP_036789374.1, XP_036789376.1, XP_036845258.1","XP_029529404.1, XP_029529716.1, XP_029544665.1","XP_024254233.1, XP_042167710.1, XP_042171294.1","XP_014050899.1","XP_046164124.1, XP_046195851.1"
"266","OG0001092",3,1,1,4,2,1,6,0,18,"XP_034146292.1, XP_034146678.1, XP_034146681.1","XP_031688471.1","XP_035651422.1","XP_036807285.1, XP_036812423.1, XP_036814199.1, XP_036814200.1","XP_029500273.1, XP_029506132.1","XP_042153753.1","XP_014033132.1, XP_014033144.1, XP_014061892.1, XP_014061905.1, XP_014061911.1, XP_014061913.1",""
"267","OG0001102",2,3,0,3,3,2,3,2,18,"XP_028977243.2, XP_034145803.1","XP_031648810.1, XP_031674458.1, XP_031678147.1","","XP_036807193.1, XP_036835227.1, XP_036838091.1","XP_029500338.1, XP_029504981.1, XP_029513355.1","XP_042175414.1, XP_042178755.1","XP_014007755.1, XP_014007837.1, XP_014042903.1","XP_046155573.1, XP_046193259.1"
"268","OG0001111",2,3,1,3,2,2,3,2,18,"XP_028970581.1, XP_028980618.2","XP_020323216.1, XP_031668205.1, XP_031672498.1","XP_035591092.1","XP_036820040.1, XP_036835296.1, XP_036836978.1","XP_029493014.1, XP_029500279.1","XP_042173566.1, XP_042176243.1","XP_013982963.1, XP_014028012.1, XP_014031061.1","XP_046189015.1, XP_046204018.1"
"269","OG0001113",2,2,1,3,3,2,3,2,18,"XP_028976522.1, XP_028976988.2","XP_020341359.1, XP_031664295.1","XP_035637277.1","XP_036793531.1, XP_036821484.1, XP_036845761.1","XP_029483136.1, XP_029527280.1, XP_029529961.1","XP_042150874.1, XP_042164961.1","XP_014018142.1, XP_014053206.1, XP_014069969.1","XP_046150334.1, XP_046182442.1"
"270","OG0001122",2,2,0,3,3,3,3,2,18,"XP_010890851.1, XP_010895702.1","XP_020324882.1, XP_020339942.2","","XP_021413153.1, XP_021414286.1, XP_036795226.1","XP_029480981.1, XP_029492640.1, XP_029500232.1","XP_024245742.1, XP_042173030.1, XP_042183802.1","XP_014049579.1, XP_014058574.1, XP_014059844.1","XP_046160275.1, XP_046161658.1"
"271","OG0001174",2,2,0,3,2,2,3,3,17,"XP_010896304.1, XP_012994164.1","XP_031676753.1, XP_031688746.1","","XP_036820291.1, XP_036824720.1, XP_036837437.1","XP_029507752.1, XP_029509084.1","XP_042155234.1, XP_042171723.1","XP_013983167.1, XP_014025904.1, XP_014038202.1","XP_046191056.1, XP_046197843.1, XP_046208098.1"
"272","OG0001179",2,1,1,3,3,3,2,2,17,"XP_010892251.1, XP_012994513.2","XP_020359432.1","XP_035609249.1","XP_021458203.2, XP_036804821.1, XP_036843325.1","XP_029509464.1, XP_029514908.1, XP_029531930.1","XP_024290337.1, XP_042168148.1, XP_042172080.1","XP_013985744.1, XP_013988021.1","XP_046174532.1, XP_046175843.1"
"273","OG0001180",2,3,1,3,2,2,2,2,17,"XP_010882622.1, XP_012991973.1","XP_020311610.1, XP_031668569.1, XP_031672541.1","XP_035646379.1","XP_036806306.1, XP_036819616.1, XP_036837235.1","XP_029500858.1, XP_029524578.1","XP_042157271.1, XP_042173423.1","NP_001133590.1, XP_013983280.1","XP_046189308.1, XP_046213120.1"
"274","OG0001181",2,2,1,3,2,2,3,2,17,"NP_001290587.1, XP_010882620.2","XP_020311457.1, XP_031668568.1","XP_035646377.1","XP_021420567.2, XP_021463601.1, XP_036819195.1","XP_029500800.1, XP_029524579.1","XP_024234783.1, XP_042170121.1","NP_001134515.1, XP_013979513.1, XP_013983107.1","XP_046189335.1, XP_046213158.1"
"275","OG0001182",2,3,1,3,2,2,2,2,17,"XP_010874347.1, XP_010882605.1","XP_020311662.1, XP_031668562.1, XP_031672537.1","XP_035646366.1","XP_021420466.2, XP_036820408.1, XP_036837226.1","XP_029513319.1, XP_029524591.1","XP_024234793.1, XP_042170123.1","XP_013979526.1, XP_014031705.1","XP_046189345.1, XP_046213259.1"
"276","OG0001199",2,3,1,3,1,2,2,3,17,"XP_010878479.1, XP_010885095.1","XP_020314327.2, XP_031671770.1, XP_031672029.1","XP_035605467.1","XP_021453315.2, XP_036807342.1, XP_036837962.1","XP_029500205.1","XP_024264150.1, XP_042170613.1","NP_001167406.1, XP_014006604.1","XP_046190038.1, XP_046192342.1, XP_046217067.1"
"277","OG0001202",2,2,0,3,2,4,2,2,17,"XP_010890299.1, XP_034151986.1","XP_031659354.1, XP_031671240.1","","XP_036800851.1, XP_036803455.1, XP_036812439.1","XP_029500935.1, XP_029502489.1","XP_024261591.2, XP_042169631.1, XP_042169675.1, XP_042171960.1","XP_013990098.1, XP_014064310.1","XP_046152824.1, XP_046220918.1"
"278","OG0001204",2,3,1,3,2,2,2,2,17,"XP_010898133.1, XP_012987228.1","XP_020308428.1, XP_031671846.1, XP_031673300.1","XP_035622519.1","XP_021417082.1, XP_036827907.1, XP_036827912.1","XP_029515123.1, XP_029518128.1","XP_024238892.1, XP_042172930.1","XP_014038318.1, XP_014054691.1","XP_046151669.1, XP_046192477.1"
"279","OG0001234",2,3,2,3,1,2,1,3,17,"XP_010896421.1, XP_028979388.1","XP_020309354.1, XP_031669723.1, XP_031675817.1","XP_035590402.1, XP_035608759.1","XP_021420390.1, XP_036795331.1, XP_036797926.1","XP_029484795.1","XP_024242161.2, XP_042173167.1","XP_014034914.1","XP_046191769.1, XP_046212825.1, XP_046224524.1"
"280","OG0001235",3,2,0,4,0,2,1,5,17,"XP_012989440.3, XP_028977877.2, XP_034150802.1","XP_031668902.1, XP_031668905.1","","XP_036815658.1, XP_036815661.1, XP_036843952.1, XP_036843955.1","","XP_042170796.1, XP_042170797.1","XP_014010470.1","XP_046195725.1, XP_046195860.1, XP_046195862.1, XP_046196240.1, XP_046196241.1"
"281","OG0001237",2,2,2,3,2,2,2,2,17,"XP_034151042.1, XP_034151065.1","XP_031649178.1, XP_031659260.1","XP_035595482.1, XP_035595705.1","XP_036790461.1, XP_036801680.1, XP_036844186.1","XP_029477804.1, XP_029521413.1","XP_024231469.1, XP_024239438.1","XP_013991000.1, XP_014001229.1","XP_046193131.1, XP_046223606.1"
"282","OG0001259",2,2,1,3,3,2,3,1,17,"XP_010862108.2, XP_010896432.1","XP_020351882.1, XP_020356477.1","XP_035608532.1","XP_036810993.1, XP_036818617.1, XP_036840714.1","XP_029512904.1, XP_029530909.1, XP_029544297.1","XP_024275528.1, XP_024285572.1","XP_013989538.1, XP_013999554.1, XP_014065664.1","XP_046222448.1"
"283","OG0001279",2,2,2,3,2,2,2,2,17,"XP_010871324.1, XP_034149963.1","XP_020335265.1, XP_031654594.1","XP_035602287.1, XP_035635137.1","NP_001268281.1, XP_021412631.2, XP_021412632.2","XP_029480226.1, XP_029537738.1","XP_024252107.1, XP_024296403.1","XP_013986481.1, XP_014030102.1","XP_046168527.1, XP_046189295.1"
"284","OG0001353",2,3,0,3,1,1,4,2,16,"XP_010896292.1, XP_028970658.1","XP_031668647.1, XP_031672274.1, XP_031688737.1","","XP_036819324.1, XP_036824436.1, XP_036837458.1","XP_029513260.1","XP_042173970.1","XP_013983285.1, XP_014025947.1, XP_014032088.1, XP_014044019.1","XP_046191116.1, XP_046208087.1"
"285","OG0001422",2,3,0,3,0,2,4,2,16,"XP_010867450.2, XP_028972898.2","XP_031671304.1, XP_031674286.1, XP_031674287.1","","XP_036801062.1, XP_036801063.1, XP_036812848.1","","XP_042173352.1, XP_042173353.1","XP_014009300.1, XP_014064151.1, XP_014064157.1, XP_014064163.1","XP_046195298.1, XP_046195299.1"
